athlete,athleteLabel,sportLabel,birthDate,birthPlaceLabel,educationLabel,nationalTeamLabel,coachLabel
http://www.wikidata.org/entity/Q23668612,Sigrid Neraasen,биатлон,1994-03-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2285502,Siim Ala,биатлон,1987-08-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2286905,Silvia Georgieva,биатлон,1988-07-23T00:00:00Z,София,,,
http://www.wikidata.org/entity/Q138060251,Simon Adamov,биатлон,2004-11-18T00:00:00Z,Мартин,,,
http://www.wikidata.org/entity/Q2287355,Simon Allanson,биатлон,1985-01-02T00:00:00Z,Лидс,,,
http://www.wikidata.org/entity/Q18594985,Simon Hallström,биатлон,1991-01-04T00:00:00Z,,,Idre SK,
http://www.wikidata.org/entity/Q125350264,Simon Hjelmeset Kirkeeide,биатлон,2000-12-06T00:00:00Z,,,Markane Idrettslag,Андерс Фаннемель
http://www.wikidata.org/entity/Q125350264,Simon Hjelmeset Kirkeeide,биатлон,2000-12-06T00:00:00Z,,,Markane Idrettslag,Одд-Бьёрн Йельмесет
http://www.wikidata.org/entity/Q124014001,Simon Kaiser,биатлон,1999-07-20T00:00:00Z,Биркенфельд,,,
http://www.wikidata.org/entity/Q2287625,Simon Kočevar,биатлон,1990-12-21T00:00:00Z,Постойна,,,
http://www.wikidata.org/entity/Q2287988,Simona Bonewa,биатлон,1990-09-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15968280,Simona Maříková,биатлон,1996-02-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q18720002,Simone Kupfner,биатлон,1996-02-01T00:00:00Z,Куфштайн,,,
http://www.wikidata.org/entity/Q122617396,Sindre Fjellheim Jorde,биатлон,1996-02-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q47358310,Sindre Pettersen,биатлон,1996-11-03T00:00:00Z,Tønsberg,,Nittedal Idrettslag,
http://www.wikidata.org/entity/Q49970893,Sini Pyy,биатлон,1992-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2289402,Sinja Trotter,биатлон,1985-11-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q132128972,Siri Skar,биатлон,2003-11-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1584711,Sjarhej Ruzewitsch,биатлон,1988-08-20T00:00:00Z,Логойск,,,
http://www.wikidata.org/entity/Q29480281,Snejana Tiseeva,биатлон,1996-02-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28924782,Soma Gyallai,биатлон,1997-04-13T00:00:00Z,Мишкольц,,,
http://www.wikidata.org/entity/Q132635394,Sondre Slettemark,биатлон,2004-09-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15962008,Song Na,биатлон,1995-08-30T00:00:00Z,Хэйлунцзян,,,
http://www.wikidata.org/entity/Q81904832,Sonja Leinamo,биатлон,2002-02-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q102355576,Sophia Schneider,биатлон,1997-09-12T00:00:00Z,Траунштайн,,,
http://www.wikidata.org/entity/Q19364126,Sote Andreeski,биатлон,1993-05-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1689161,Stanisław Kępka Junior,биатлон,1985-03-08T00:00:00Z,Живец,,,
http://www.wikidata.org/entity/Q2336939,Stefan Leunig,биатлон,1986-05-05T00:00:00Z,Остероде-ам-Харц,,,
http://www.wikidata.org/entity/Q2336980,Stefan Lopatic,биатлон,1992-06-06T00:00:00Z,Соколац,,,
http://www.wikidata.org/entity/Q6531573,Stefani Popova,биатлон,1993-02-12T00:00:00Z,Троян,,,
http://www.wikidata.org/entity/Q79033097,Stefanie Scherer,биатлон,1996-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2338538,Steffen Bartscher,биатлон,1992-07-15T00:00:00Z,Винтерберг,,,
http://www.wikidata.org/entity/Q81904302,Stepan Kinash,биатлон,2002-02-05T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2344128,Stephanie Blackstone,биатлон,1985-01-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1260769,Stephanie Lajoie,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2344213,Stephanie Müller,биатлон,1985-04-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2346891,Steve Clarke,биатлон,1990-11-18T00:00:00Z,Кливдон,,,
http://www.wikidata.org/entity/Q1488350,Steven Carroll,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81902867,Stian Fedreheim,биатлон,2003-12-09T00:00:00Z,,,Hernes IL,
http://www.wikidata.org/entity/Q2348062,Stian Nåvik,биатлон,1985-09-19T00:00:00Z,Тронхейм,,,
http://www.wikidata.org/entity/Q2357905,Stuart Lodge,биатлон,1988-08-24T00:00:00Z,Канмор,,,
http://www.wikidata.org/entity/Q19277975,Sungrack Son,биатлон,1991-03-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28958651,Susan Külm,биатлон,1996-08-13T00:00:00Z,Таллин,Saku Gymnasium,,
http://www.wikidata.org/entity/Q2369021,Susann König,биатлон,1987-05-16T00:00:00Z,Диппольдисвальде,,,
http://www.wikidata.org/entity/Q19300797,Susanna Kurzthaler,биатлон,1995-05-16T00:00:00Z,Инсбрук,,,
http://www.wikidata.org/entity/Q19414850,Susanna Meinen,биатлон,1992-05-19T00:00:00Z,Цвайзиммен,,,
http://www.wikidata.org/entity/Q2369085,Susanna Porela-Tiihonen,биатлон,1987-08-22T00:00:00Z,Финляндия,,,
http://www.wikidata.org/entity/Q18631376,Susanne Hoffmann,биатлон,1994-08-17T00:00:00Z,Целль-ам-Зе,,,
http://www.wikidata.org/entity/Q81905445,Svatava Mikysková,биатлон,2003-02-08T00:00:00Z,Усти-над-Орлици,,,
http://www.wikidata.org/entity/Q15849714,Sveatoslav Maliuti,биатлон,1992-06-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904651,Sven Kupresak,биатлон,2002-05-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q59493237,Sverre Olsbu Røiseland,биатлон,1990-07-19T00:00:00Z,,,,
http://www.wikidata.org/entity/Q9348630,Svetlana Komendantova,биатлон,1985-11-04T00:00:00Z,Нефтеюганск,,,
http://www.wikidata.org/entity/Q81903557,Synne Herheim,биатлон,2003-02-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28870451,Sára Pónya,биатлон,1999-05-14T00:00:00Z,Эстергом,Университет имени Кароя Эстерхази,,
http://www.wikidata.org/entity/Q123185201,Sébastien Mahon,биатлон,1999-10-08T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2388172,Tagne Tähe,биатлон,1985-09-03T00:00:00Z,Вастселийна,Тартуский университет,,
http://www.wikidata.org/entity/Q2388172,Tagne Tähe,биатлон,1985-09-03T00:00:00Z,Вастселийна,Эстонская академия внутренней безопасности,,
http://www.wikidata.org/entity/Q2388172,Tagne Tähe,биатлон,1985-09-03T00:00:00Z,Вастселийна,Vastseliina Gymnasium,,
http://www.wikidata.org/entity/Q81903862,Taiki Ito,биатлон,2003-04-24T00:00:00Z,,,,
http://www.wikidata.org/entity/Q105962244,Tamara Steiner,биатлон,1997-05-25T00:00:00Z,Шладминг,,,
http://www.wikidata.org/entity/Q2391973,Tana Chesham,биатлон,1990-09-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q47169128,Tang Jinle,биатлон,1989-09-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19414853,Tanja Bissig,биатлон,1994-12-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q61944338,Taras Lesiuk,биатлон,1996-01-01T00:00:00Z,Ивано-Франковск,,,
http://www.wikidata.org/entity/Q28958751,Tarvi Sikk,биатлон,1995-06-28T00:00:00Z,Выру,,,
http://www.wikidata.org/entity/Q2395555,Tatiana Vukadinovic,биатлон,1988-02-04T00:00:00Z,Канмор,,,
http://www.wikidata.org/entity/Q1520942,Tatjana Wadimowna Kasakowa,биатлон,1990-04-08T00:00:00Z,Чебоксары,,,
http://www.wikidata.org/entity/Q2399741,Ted Armgren,биатлон,1988-05-27T00:00:00Z,Vilhelmina church parish,,,
http://www.wikidata.org/entity/Q1753115,Ted Hulbert,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15478118,Teija Nieminen,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q513152,Tereza Hlavsová,биатлон,1986-11-24T00:00:00Z,Усти-над-Орлици,,,
http://www.wikidata.org/entity/Q104036037,Tereza Vinklárková,биатлон,1998-12-03T00:00:00Z,Брно,,,
http://www.wikidata.org/entity/Q81906282,Tetiana Prodan,биатлон,2002-08-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1260263,Tetiana Trachuk,биатлон,1990-01-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q4979410,Tetyana Smyrnova,биатлон,1987-10-22T00:00:00Z,,,,
http://www.wikidata.org/entity/Q18582965,Thierry Chenal,биатлон,1992-11-02T00:00:00Z,Аоста,,Centro Sportivo Esercito,
http://www.wikidata.org/entity/Q1673461,Thierry Langer,биатлон,1991-10-24T00:00:00Z,Мальмеди,,,
http://www.wikidata.org/entity/Q2428884,Thordis Arnold,биатлон,1991-03-23T00:00:00Z,Майнерцхаген,,,
http://www.wikidata.org/entity/Q138545219,Thémice Fontaine,биатлон,2005-05-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28966266,Tiia-Maria Talvitie,биатлон,1994-04-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q104883747,Tilda Johansson,биатлон,1999-07-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19414848,Till Wiestner,биатлон,1994-05-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q72396974,Tim Grotian,биатлон,1998-02-10T00:00:00Z,Дармштадт,,,
http://www.wikidata.org/entity/Q48936634,Timur Khamitgatin,биатлон,1993-04-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q117288966,Tobias Gigstad-Bergene,биатлон,2005-02-13T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15851059,Tobias Hermann,биатлон,1991-04-11T00:00:00Z,Филлинген-Швеннинген,,,
http://www.wikidata.org/entity/Q2437969,Tobias Reiter,биатлон,1985-08-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2437985,Tobias Schröder,биатлон,1989-06-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2439501,Tom Barth,биатлон,1990-05-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q60291109,Tom Lahaye-Goffart,биатлон,1996-04-04T00:00:00Z,Льеж,,,
http://www.wikidata.org/entity/Q108311886,Tomas Sklenarik,биатлон,1999-10-13T00:00:00Z,Ревуца,,,
http://www.wikidata.org/entity/Q61944351,Tomasz Jakieła,биатлон,1996-01-01T00:00:00Z,Новы-Тарг,,,
http://www.wikidata.org/entity/Q29524275,Tomasz Jurczak,биатлон,1995-04-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1729355,Tomasz Puda,биатлон,1986-01-11T00:00:00Z,Живец,,,
http://www.wikidata.org/entity/Q29530827,Tomasz Zięba,биатлон,1997-07-31T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2440734,Tomislav Crnkovic,биатлон,1991-05-28T00:00:00Z,Риека,,,
http://www.wikidata.org/entity/Q28956053,Tomislav Češković,биатлон,1997-06-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19395473,Tommi Kärmeniemi,биатлон,1989-06-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1338931,Toms Praulītis,биатлон,1989-01-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2441291,Tomáš Bystřický,биатлон,1990-06-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q103961484,Tomáš Mikyska,биатлон,2000-02-02T00:00:00Z,Усти-над-Орлици,,,
http://www.wikidata.org/entity/Q2441359,Tomáš Rusňák,биатлон,1986-10-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19208490,Tomáš Vojík,биатлон,1993-01-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19364129,Toni Stanoeski,биатлон,1993-06-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19368635,Torstein Stenersen,биатлон,1988-10-16T00:00:00Z,Тромсё,,,
http://www.wikidata.org/entity/Q19364128,Tošo Stanoeski,биатлон,1993-06-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q87483679,Travis Cooper,биатлон,1996-09-11T00:00:00Z,Солдотна,,,
http://www.wikidata.org/entity/Q1561914,Travis Mann-Gow,биатлон,1988-09-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q105492028,Trevor Kiers,биатлон,1997-03-04T00:00:00Z,Уэлленд,,,
http://www.wikidata.org/entity/Q60658348,Tuomas Harjula,биатлон,1998-06-08T00:00:00Z,Туусула,,,
http://www.wikidata.org/entity/Q15851708,Tuomas Säily,биатлон,1985-01-08T00:00:00Z,,,,
http://www.wikidata.org/entity/Q29512966,Turi Storstrøm Thoresen,биатлон,1996-02-28T00:00:00Z,Тюнсет,,Alvdal IL,
http://www.wikidata.org/entity/Q81906005,Tuudor Palm,биатлон,2002-01-29T00:00:00Z,Таллин,,,
http://www.wikidata.org/entity/Q63093213,Tuukka Invenius,биатлон,1997-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1703137,Tyler Ludington,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1244066,Tyson Smith,биатлон,1987-07-31T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2463888,Tõnis Uiboupin,биатлон,1988-10-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q14914285,Uladzislau Miadziukha,биатлон,1995-08-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1255104,Ulla Waldhuber,биатлон,1989-09-25T00:00:00Z,Роттенманн,,,
http://www.wikidata.org/entity/Q81901144,Ulyana Ardalionova,биатлон,2003-11-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q29489565,Uranbaigali Otgondavaa,биатлон,1995-11-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904710,Uroš Lalović,биатлон,2002-10-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904659,Vadim Kurales,биатлон,2002-12-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81902606,Valentina Dimitrova,биатлон,2003-08-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19364681,Valentina Saulenko,биатлон,1995-02-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2542216,Valeriy Mogilenko,биатлон,1987-04-18T00:00:00Z,Сумы,,,
http://www.wikidata.org/entity/Q81904781,Van Ledger,биатлон,2002-12-04T00:00:00Z,Саранак-Лейк,,,
http://www.wikidata.org/entity/Q2511058,Vasil Chorbadzhiev,биатлон,1990-12-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110071978,Vasilii Tomshin,биатлон,1997-01-11T00:00:00Z,Серов,,,
http://www.wikidata.org/entity/Q2552169,Vasya Stoimenova,биатлон,1991-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2550511,Vasyl Palyha,биатлон,1989-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q16198950,Vegar Bergli,биатлон,1989-04-19T00:00:00Z,Му-и-Рана,,,
http://www.wikidata.org/entity/Q81907549,Vegard Thon,биатлон,2002-12-11T00:00:00Z,Этнедал,,,
http://www.wikidata.org/entity/Q116794894,Veronika Haidelmeierová,биатлон,1999-10-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1501288,Veronika Hořejší,биатлон,1987-03-29T00:00:00Z,Йилемнице,,,
http://www.wikidata.org/entity/Q2517474,Veronika Lagun,биатлон,1985-02-19T00:00:00Z,,,,
http://www.wikidata.org/entity/Q61728296,Veronika Machyniaková,биатлон,1997-09-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2521073,Veselin Sembarski,биатлон,1991-07-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15310670,Vetle Ravnsborg Gurigard,биатлон,1990-07-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q110397110,Vetle Rype Paulsen,биатлон,2000-05-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81901847,Victor Berglund,биатлон,2003-01-15T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81906882,Victor Sendrea,биатлон,2002-02-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2522700,Victoria Baez,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81905377,Victoria Mellitzer,биатлон,2002-07-23T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2522923,Vid Vončina,биатлон,1985-08-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1282283,Viktoria Wurmer,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81908368,Viktoriia Zhukovska,биатлон,2002-09-02T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81901189,Viktorija Augulytė,биатлон,2003-02-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81906939,Viktoryia Shashkova,биатлон,2003-02-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2524690,Vilde Ravnsborg Gurigard,биатлон,1987-10-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2526140,Ville Simola,биатлон,1987-09-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904122,Ville-Valtteri Karvinen,биатлон,2002-05-04T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1442555,Vincent Blais,биатлон,1990-01-10T00:00:00Z,Лак-Мегантик,,,
http://www.wikidata.org/entity/Q117788453,Vincent Bonacci,биатлон,2000-02-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q105546794,Vinny Fountain,биатлон,1991-10-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2527463,Violeta Krusharska,биатлон,1991-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1410848,Vitaliy Derdiychuk,биатлон,1987-04-13T00:00:00Z,Тетиев,,,
http://www.wikidata.org/entity/Q59782225,Vitaliy Trush,биатлон,1996-06-06T00:00:00Z,Стрый,,,
http://www.wikidata.org/entity/Q15853035,Vivian Hösch,биатлон,1991-03-18T00:00:00Z,Фрайбург-им-Брайсгау,,,
http://www.wikidata.org/entity/Q2529120,Vivijana Papic,биатлон,1992-04-14T00:00:00Z,Риека,,,
http://www.wikidata.org/entity/Q81907861,Vlada Vassillchenko,биатлон,2002-12-19T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1228426,Vladimir Fomichev,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q48453159,Vladislav Vitenko,биатлон,1995-03-18T00:00:00Z,Риддер,,,
http://www.wikidata.org/entity/Q2529619,Vlastimil Vávra,биатлон,1991-03-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1607184,Vlatko Filipov,биатлон,1991-06-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q132147357,Voldiya Galmace-Paulin,биатлон,2005-10-21T00:00:00Z,Лилль,,,
http://www.wikidata.org/entity/Q1608506,Volodymyr Moravskyy,биатлон,1989-04-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2592740,Volodymyr Osadchyi,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q115300408,Václav Červenka,биатлон,1999-02-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2538815,Wadsim Zwetau,биатлон,1986-09-19T00:00:00Z,,,,
http://www.wikidata.org/entity/Q19288034,Wang Wenqiang,биатлон,1995-05-29T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1498933,Wang Xin,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q23771247,Wang Xuelan,биатлон,1996-02-01T00:00:00Z,Тунхуа,,,
http://www.wikidata.org/entity/Q2548264,Wang Yao-Yi,биатлон,1994-05-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2548271,Wang Yue,биатлон,1991-04-09T00:00:00Z,,,,
http://www.wikidata.org/entity/Q117745883,Wen Ying,биатлон,1995-07-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81901950,Wilma Björn,биатлон,2002-12-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1285212,Wital Zwetau,биатлон,1988-01-28T00:00:00Z,,,,
http://www.wikidata.org/entity/Q50344433,Witold Skupień,биатлон,1989-06-07T00:00:00Z,Новы-Тарг,,,
http://www.wikidata.org/entity/Q48842712,Wladyslaw Grysztar,биатлон,2000-01-01T00:00:00Z,Klimkówka,,,
http://www.wikidata.org/entity/Q102398062,Wojciech Skorusa,биатлон,1998-06-04T00:00:00Z,Закопане,,,
http://www.wikidata.org/entity/Q2590219,Wolfgang Kinzner,биатлон,1985-03-30T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1619959,Wolha Zezjaruk,биатлон,1985-03-01T00:00:00Z,Великий Новгород,,,
http://www.wikidata.org/entity/Q2595696,Wynn Roberts,биатлон,1988-03-01T00:00:00Z,Фергус-Фолс,,,
http://www.wikidata.org/entity/Q2598489,Xu Yinghui,биатлон,1989-01-07T00:00:00Z,,,,
http://www.wikidata.org/entity/Q116446759,Yan Xingyuan,биатлон,1996-02-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904208,Yanis Keller,биатлон,2002-09-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2599499,Yannick Letailleur,биатлон,1986-03-04T00:00:00Z,Эдмонтон,,,
http://www.wikidata.org/entity/Q81902128,Yara Burkhalter,биатлон,2002-04-09T00:00:00Z,Цвайзиммен,,,
http://www.wikidata.org/entity/Q2600355,Yin Qiao,биатлон,1985-07-02T00:00:00Z,Ляоян,,,
http://www.wikidata.org/entity/Q2600601,Yolaine Oddou,биатлон,1990-03-20T00:00:00Z,,,,
http://www.wikidata.org/entity/Q2601739,Yuki Nakajima,биатлон,1990-05-21T00:00:00Z,Ниигата,,,
http://www.wikidata.org/entity/Q111200726,Yuliia Horodna,биатлон,2001-04-08T00:00:00Z,Львов,,,
http://www.wikidata.org/entity/Q1711864,Yuliya Kapusta,биатлон,1987-09-06T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904174,Yuliya Kavaleuskaya,биатлон,2002-09-19T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15980179,Yuri Utkin,биатлон,1990-08-03T00:00:00Z,Харьков,,,
http://www.wikidata.org/entity/Q19578022,Yurie Tanaka,биатлон,1989-01-06T00:00:00Z,Ниигата,Университет Нихон,,
http://www.wikidata.org/entity/Q140134,Zafar Schachmuratow,биатлон,1995-10-31T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81904515,Zalan Kovacs,биатлон,2003-12-27T00:00:00Z,,,,
http://www.wikidata.org/entity/Q3431501,Zebastian Modin,биатлон,1994-06-20T00:00:00Z,Швеция,,,
http://www.wikidata.org/entity/Q2604033,Zhang Long,биатлон,1987-04-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q116324556,Zhu Zhenyu,биатлон,1999-12-14T00:00:00Z,,,,
http://www.wikidata.org/entity/Q9392009,Zornitsa Kostadinova,биатлон,1990-02-06T00:00:00Z,София,,,
http://www.wikidata.org/entity/Q227361,Zsolt Reznyicsek,биатлон,2000-01-01T00:00:00Z,,,,
http://www.wikidata.org/entity/Q81902577,Zsulett Demian,биатлон,2003-01-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q227411,Zsófia Bakos,биатлон,1991-06-14T00:00:00Z,http://www.wikidata.org/.well-known/genid/0504bf42f14a93760b3666652283ad03,,,
http://www.wikidata.org/entity/Q81902661,Zuzana Doležalová,биатлон,2002-02-18T00:00:00Z,,,,
http://www.wikidata.org/entity/Q231205,Zuzana Líkařová,биатлон,1987-03-24T00:00:00Z,Табор,,,
http://www.wikidata.org/entity/Q117788047,Zuzana Remeňová,биатлон,2000-07-27T00:00:00Z,Долны Кубин,,,
http://www.wikidata.org/entity/Q231465,Zvonimir Tadejević,биатлон,1990-08-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q28922383,Ádám Büki,биатлон,1995-05-24T00:00:00Z,,Университет Мишкольца,,
http://www.wikidata.org/entity/Q28922383,Ádám Büki,биатлон,1995-05-24T00:00:00Z,,Университет Корвина,,
http://www.wikidata.org/entity/Q2605807,Åsa Lif,биатлон,1990-07-26T00:00:00Z,,,,
http://www.wikidata.org/entity/Q87063498,Åsne Skrede,биатлон,2000-06-22T00:00:00Z,,,Geilo IL,
http://www.wikidata.org/entity/Q274691,Élisabeth Laforest-Jean,биатлон,1988-07-12T00:00:00Z,,,,
http://www.wikidata.org/entity/Q15733662,Łukasz Słonina,биатлон,1989-06-05T00:00:00Z,Валбжих,,,
http://www.wikidata.org/entity/Q257066,Łukasz Witek,биатлон,1985-06-16T00:00:00Z,Душники-Здруй,,,
http://www.wikidata.org/entity/Q81904442,Ņikita Kondrašovs,биатлон,2002-04-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q387984,Şadi Yusufoğlu,биатлон,1987-05-10T00:00:00Z,,,,
http://www.wikidata.org/entity/Q48450563,Šimon Bartko,биатлон,1996-07-11T00:00:00Z,Прешов,,,
http://www.wikidata.org/entity/Q111173040,Živa Klemenčič,биатлон,2001-01-07T00:00:00Z,Крань,,,
http://www.wikidata.org/entity/Q397089,Ștefan Gavrilă,биатлон,1989-08-27T00:00:00Z,Азуга,,,
http://www.wikidata.org/entity/Q137872768,Emma Roberta Rajando,биатлон,2004-07-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q11977650,Ivan Gontsjarov,биатлон,1985-04-03T00:00:00Z,,,,
http://www.wikidata.org/entity/Q138848919,Kacper Guńka,биатлон,1999-01-19T00:00:00Z,Закопане,,,
http://www.wikidata.org/entity/Q138855637,Kamila Cichoń,биатлон,1997-07-29T00:00:00Z,Кросно,,,
http://www.wikidata.org/entity/Q111446082,Klara Vindišar,биатлон,2003-06-11T00:00:00Z,,,,
http://www.wikidata.org/entity/Q137421362,Li Wangchenxue,биатлон,1990-11-17T00:00:00Z,,,,
http://www.wikidata.org/entity/Q138865682,Magda Piczura,биатлон,1999-04-24T00:00:00Z,Закопане,,,
http://www.wikidata.org/entity/Q116785380,Nika Vindišar,биатлон,1999-12-31T00:00:00Z,,,,
http://www.wikidata.org/entity/Q138848631,Patryk Bryn,биатлон,1998-11-09T00:00:00Z,Грыфице,,,
http://www.wikidata.org/entity/Q110502383,Philipp Lipowitz,биатлон,1999-05-29T00:00:00Z,Лайхинген,,,
http://www.wikidata.org/entity/Q138857203,Wiktoria Celczyńska,биатлон,2000-10-25T00:00:00Z,,,,
http://www.wikidata.org/entity/Q138857574,Wojciech Filip,биатлон,1999-06-25T00:00:00Z,Валбжих,,,
http://www.wikidata.org/entity/Q138862791,Wojciech Janik,биатлон,2000-03-12T00:00:00Z,Валбжих,,,
http://www.wikidata.org/entity/Q138016278,Валерія Романівна Дмитренко,биатлон,1997-11-24T00:00:00Z,Чернигов,,,
http://www.wikidata.org/entity/Q18600738,"Абашев, Дмитрий Сергеевич",биатлон,1991-01-22T00:00:00Z,Губаха,,,
http://www.wikidata.org/entity/Q22121459,Адам Вацлавик,биатлон,1994-02-18T00:00:00Z,Йилемнице,Масариков университет,,
http://www.wikidata.org/entity/Q2635333,Аита Гаспарин,биатлон,1994-02-09T00:00:00Z,Самедан,Academia Engiadina,,
http://www.wikidata.org/entity/Q75161083,Александер Андерсен,биатлон,1997-04-15T00:00:00Z,Осло,,Geilo IL,
